Year,Country,tas,pr
1991,ABW,28.078008333333333,38.88296833333334
1991,AFG,13.118033333333331,36.931453333333344
1991,AGO,21.652199999999997,83.8449475
1991,AIA,26.108291666666663,113.63115833333335
1991,ALB,11.038935,77.58703333333334
1991,ARG,14.416430833333335,52.79295833333333
1991,ASM,26.87996666666666,263.30791666666664
1991,ATG,26.413641666666663,183.33971666666665
1991,AUS,22.172074999999996,37.91295333333333
1991,AUT,6.151395000000001,94.34331666666668
1991,BEL,9.659015833333333,64.01754166666667
1991,BEN,27.409108333333332,101.09564916666666
1991,BFA,28.33005,70.22452333333332
1991,BGD,24.931258333333332,224.33851666666666
1991,BGR,9.996003333333332,54.21883333333334
1991,BHS,25.527074999999996,113.66785
1991,BIH,9.206975,96.65499166666666
1991,BLZ,25.761574999999997,167.556475
1991,BMU,22.549975,125.0
1991,BOL,21.20791666666667,92.17440666666668
1991,BRA,25.10011666666666,139.38148333333334
1991,BRB,26.554125,157.37934166666668
1991,BRN,25.674699999999998,219.24154166666665
1991,BTN,11.65761,176.55424333333335
1991,CAF,25.05418333333333,114.75823666666668
1991,CAN,-6.4511474999999985,39.20298333333333
1991,CHE,6.804890833333334,110.2624
1991,CHN,6.572946666666667,47.41105000000001
1991,CIV,26.424899999999997,103.57510833333333
1991,CMR,24.658391666666663,127.40135500000002
1991,COG,24.488583333333334,130.30255833333334
1991,COK,24.4676,146.07645833333336
1991,COL,24.54563333333333,173.87368333333336
1991,COM,25.374883333333333,184.7276841666667
1991,CUB,25.93995,105.26750833333334
1991,CYM,27.433308333333333,97.8332333333333
1991,CZE,7.719414166666667,48.85600833333333
1991,DEU,8.946487500000002,49.70692499999999
1991,DJI,27.94881666666667,15.486106666666666
1991,DMA,25.20850833333333,268.61466666666666
1991,DOM,24.17814999999999,95.12782499999999
1991,DZA,22.303541666666664,8.037638333333332
1991,ESP,13.39951,44.16800833333334
1991,FJI,24.151858333333337,223.55636666666666
1991,FRA,10.9549175,58.51955833333333
1991,GAB,24.87451666666667,148.99569166666663
1991,GEO,6.485589999999999,65.70889166666667
1991,GHA,27.338941666666667,108.76535249999999
1991,GIN,25.946791666666666,129.693565
1991,GLP,25.532666666666668,260.63599999999997
1991,GMB,27.781716666666668,64.66284916666667
1991,GRC,13.115936666666668,51.19604166666667
1991,GRD,27.258316666666662,124.25821666666666
1991,GTM,23.891841666666664,202.31663333333336
1991,GUF,25.670833333333334,218.72751666666667
1991,GUM,27.927066666666665,635.4784166666667
1991,GUY,25.818158333333333,186.15532499999998
1991,HND,24.07410833333334,134.08994166666665
1991,HRV,10.258930000000001,88.85043333333334
1991,HTI,25.056216666666668,66.07105416666667
1991,IDN,26.119225,208.16013333333333
1991,IND,24.220583333333327,83.86938333333332
1991,ISR,19.491600000000002,33.155024999999995
1991,ITA,11.6815675,74.369725
1991,JAM,25.097808333333337,120.73113333333333
1991,JPN,11.345288333333334,151.51319166666664
1991,KEN,24.632491666666667,48.26209166666667
1991,KHM,27.71578333333333,135.94398666666666
1991,KIR,118.27603333333333,118.27603333333333
1991,KNA,25.497899999999998,164.41625000000002
1991,KOR,11.025025,116.565375
1991,LAO,129.68098999999998,129.68098999999998
1991,LBN,15.900432499999999,62.763098333333325
1991,LBR,25.457858333333334,201.81050833333336
1991,LCA,26.605525,209.27544166666667
1991,LKA,27.063824999999998,137.06705000000002
1991,MAC,23.240849999999995,139.3112125
1991,MDG,23.280424999999997,115.98961666666668
1991,MDV,28.17554166666667,174.92356666666663
1991,MEX,21.018241666666665,63.625225
1991,MHL,27.783175,283.34250000000003
1991,MLT,18.638091666666664,37.22073
1991,MMR,23.206550000000004,173.5043341666667
1991,MNE,8.428649166666668,98.34115833333334
1991,MNP,27.84165833333333,563.8237500000001
1991,MOZ,23.91495,80.48652833333334
1991,MSR,26.324058333333337,189.365
1991,MTQ,25.270750000000003,262.8133333333334
1991,MUS,23.289508333333334,138.291325
1991,MYS,25.663675,228.28166666666667
1991,MYT,26.23025833333334,187.84594583333333
1991,NCL,21.85014166666667,100.04719916666669
1991,NGA,26.918441666666666,99.95170333333334
1991,NIC,25.431991666666665,169.27299166666666
1991,NIU,24.533283333333333,151.67480000000003
1991,NLD,9.462139166666667,54.145541666666674
1991,NPL,12.047411666666667,92.37409583333334
1991,NRU,27.841649999999998,219.63308333333336
1991,NZL,9.553090833333332,145.60841666666667
1991,PAK,19.8752925,24.63993583333334
1991,PAN,25.70546666666667,214.194125
1991,PER,19.513716666666667,108.45112499999999
1991,PHL,25.892658333333333,169.68686666666665
1991,PNG,25.092016666666666,231.73859166666668
1991,PRI,25.380858333333332,137.89644166666668
1991,PRY,23.646149999999995,95.33192166666667
1991,PYF,24.52773333333333,130.94502500000002
1991,REU,29.147391666666664,159.2762916666667
1991,ROM,8.472655833333333,63.26615
1991,RUS,-5.434634999999999,35.37736666666666
1991,SAU,24.796466666666674,5.881523333333333
1991,SDN,26.872975,38.3695725
1991,SEN,28.336750000000006,49.410855833333336
1991,SGP,27.635966666666665,201.52627499999997
1991,SLB,25.652266666666666,237.76716666666672
1991,SLE,26.14531666666667,180.76870499999998
1991,SLV,24.447466666666667,136.6557075
1991,SOM,26.927599999999998,19.11527083333333
1991,SRB,9.736511666666665,66.93091666666666
1991,SUR,25.783716666666667,187.484775
1991,SVK,7.350224166666667,60.30658666666667
1991,SVN,8.544735,108.29816666666666
1991,SYC,27.24598333333333,155.57438333333332
1991,THA,26.98845833333333,116.90801499999999
1991,TKL,28.307699999999997,230.93525
1991,TLS,25.63275,93.27362750000002
1991,TON,24.49211666666667,127.11683333333332
1991,TTO,26.223883333333333,131.43701666666666
1991,TUR,10.887105833333335,48.177888333333335
1991,TUV,28.35954166666667,270.21074999999996
1991,TZA,22.524558333333335,89.15421500000001
1991,UGA,22.707900000000006,103.28480833333332
1991,URY,17.98773333333333,111.11020833333333
1991,USA,7.554736666666666,57.11594166666668
1991,VCT,54.98163333333334,267.49111666666664
1991,VEN,25.322166666666664,150.43833333333333
1991,VGB,26.379966666666665,148.78177499999998
1991,VNM,24.807658333333332,133.38795000000002
1991,VUT,23.941774999999996,219.88791666666665
1991,WLF,26.934575000000006,243.16153333333332
1991,WSM,27.017466666666664,269.28575833333326
1991,YEM,23.605316666666663,12.99506833333333
1991,ZAF,17.816391666666668,42.27556416666666
1991,ZAR,24.110358333333338,122.50151666666666
1991,ZMB,21.753091666666666,78.12275833333334
1992,ABW,28.108816666666666,59.5355575
1992,AFG,12.655889166666668,35.95758583333333
1992,AGO,21.840175,69.76624083333333
1992,AIA,25.99789166666667,174.0956666666667
1992,ALB,11.429765833333335,60.177775000000004
1992,ARG,14.058547500000001,57.74346666666667
1992,ASM,26.933283333333335,270.35608333333334
1992,ATG,26.44910833333334,251.26186666666663
1992,AUS,21.585058333333333,37.335425
1992,AUT,7.438514166666668,96.40249166666666
1992,BEL,10.362680833333334,73.29788333333333
1992,BEN,27.257,80.42905416666666
1992,BFA,27.954616666666666,62.742915
1992,BGD,24.804474999999996,155.82824833333333
1992,BGR,10.551785833333332,40.47315666666666
1992,BHS,25.075733333333336,90.59022499999999
1992,BIH,10.316049999999999,77.62677500000001
1992,BLZ,25.487083333333334,175.330975
1992,BMU,22.191649999999996,125.0
1992,BOL,20.670366666666666,98.28617500000001
1992,BRA,24.911716666666663,140.46835833333333
1992,BRB,26.281725000000005,219.84204999999997
1992,BRN,25.58905,207.47776666666664
1992,BTN,11.377758333333334,157.1054475
1992,CAF,23.484275,110.97246083333333
1992,CAN,-7.0189258333333315,38.04415
1992,CHE,7.061992499999999,131.18588333333335
1992,CHN,6.367953333333333,46.13151666666667
1992,CIV,26.292208333333335,98.92092000000001
1992,CMR,24.27215,129.0314425
1992,COG,24.191666666666666,126.681325
1992,COK,24.367866666666668,110.24245833333333
1992,COL,24.675616666666667,172.620575
1992,COM,25.41154166666667,151.23255833333334
1992,CUB,25.612299999999994,92.76908333333334
1992,CYM,27.208316666666672,99.49974166666668
1992,CZE,8.962725,50.24535000000001
1992,DEU,9.78421,60.10424166666667
1992,DJI,27.635458333333332,24.946895833333333
1992,DMA,25.213124999999994,314.7295833333333
1992,DOM,24.340541666666667,103.72963333333333
1992,DZA,22.296033333333337,7.452176666666667
1992,ESP,13.352689166666666,44.70520833333333
1992,FJI,23.914375000000003,174.17853333333332
1992,FRA,10.755990833333334,73.92755
1992,GAB,24.63445,136.73559583333332
1992,GEO,5.305044166666667,91.21253333333334
1992,GHA,27.147441666666666,78.3175175
1992,GIN,25.693383333333333,132.02203333333335
1992,GLP,25.603116666666665,323.7435
1992,GMB,27.70380833333333,76.29809916666666
1992,GRC,13.44516,39.57320583333334
1992,GRD,26.891650000000002,144.1579166666667
1992,GTM,23.720716666666664,214.62565833333335
1992,GUF,25.441783333333337,206.32176833333332
1992,GUM,27.834674999999994,646.3432583333333
1992,GUY,25.20005,138.79208333333332
1992,HND,23.984883333333332,162.77345
1992,HRV,11.489084999999998,85.74595
1992,HTI,25.116433333333337,92.44646666666665
1992,IDN,26.08745,223.57000000000002
1992,IND,24.114783333333335,76.0071075
1992,ISR,18.5243225,32.40488166666666
1992,ITA,12.3673475,78.93764166666666
1992,JAM,25.587424999999996,122.07549166666671
1992,JPN,11.013124999999997,125.505275
1992,KEN,24.545366666666666,48.987733333333324
